Commodity,State,District,Market,Arrival_Date,Modal Price
Ajwan,Gujarat,Ahmedabad,Mandal,30-07-2023,14250
Ajwan,Rajasthan,Chittorgarh,Pratapgarh,01-08-2023,15758
Ajwan,Gujarat,Jamnagar,Jamnagar,01-08-2023,17350
Ajwan,Andhra Pradesh,Kurnool,Kurnool,01-08-2023,17220
Ajwan,Gujarat,Mehsana,Unjha,01-08-2023,15750
Ajwan,Gujarat,Surendranagar,Dhragradhra,28-07-2023,6262
Ajwan,Gujarat,Surendranagar,Dhragradhra,31-07-2023,12000
Alasande Gram,Madhya Pradesh,Panna,Ajaygarh,01-08-2023,5050
Almond(Badam),Maharashtra,Mumbai,Mumbai,01-08-2023,75000
Alsandikai,Telangana,Adilabad,Laxettipet,31-07-2023,4500
Alsandikai,Telangana,Adilabad,Laxettipet,01-08-2023,4200
Alsandikai,Karnataka,Bangalore,Ramanagara,28-07-2023,3000
Alsandikai,Karnataka,Bangalore,Ramanagara,31-07-2023,3000
Alsandikai,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",01-08-2023,3900
Alsandikai,Karnataka,Bangalore,Ramanagara,01-08-2023,3200
Amaranthus,Telangana,Adilabad,Chinnoar,01-08-2023,2000
Amaranthus,Kerala,Alappuzha,Harippad,27-07-2023,4000
Amaranthus,Kerala,Alappuzha,Harippad,28-07-2023,4000
Amaranthus,Kerala,Alappuzha,Harippad,29-07-2023,4000
Amaranthus,Kerala,Alappuzha,Kayamkulam,29-07-2023,3000
Amaranthus,Kerala,Alappuzha,Harippad,31-07-2023,4000
Amaranthus,Kerala,Alappuzha,Kayamkulam,31-07-2023,3200
Amaranthus,Kerala,Alappuzha,Madhavapuram,31-07-2023,2400
Amaranthus,Kerala,Alappuzha,Cherthala,01-08-2023,4600
Amaranthus,Kerala,Alappuzha,Harippad,01-08-2023,4000
Amaranthus,Kerala,Alappuzha,Kayamkulam,01-08-2023,3200
Amaranthus,Kerala,Alappuzha,Harippad,02-08-2023,4000
Amaranthus,Tripura,Dhalai,Kulai,01-08-2023,3200
Amaranthus,Kerala,Ernakulam,Aluva,29-07-2023,4500
Amaranthus,Kerala,Ernakulam,Angamaly,29-07-2023,3000
Amaranthus,Kerala,Ernakulam,Kothamangalam,29-07-2023,4500
Amaranthus,Kerala,Ernakulam,Perumbavoor,29-07-2023,3000
Amaranthus,Kerala,Ernakulam,Piravam,29-07-2023,3000
Amaranthus,Kerala,Ernakulam,Angamaly,31-07-2023,3000
Amaranthus,Kerala,Ernakulam,Perumbavoor,31-07-2023,3000
Amaranthus,Kerala,Ernakulam,Piravam,31-07-2023,3500
Amaranthus,Kerala,Ernakulam,Angamaly,01-08-2023,3000
Amaranthus,Kerala,Ernakulam,Perumbavoor,01-08-2023,3000
Amaranthus,Madhya Pradesh,Harda,Harda(F&V),28-07-2023,2200
Amaranthus,Kerala,Idukki,Adimali,29-07-2023,4000
Amaranthus,Kerala,Idukki,Adimali,31-07-2023,4000
Amaranthus,Kerala,Idukki,Adimali,01-08-2023,4000
Amaranthus,Kerala,Idukki,Vandiperiyar,01-08-2023,1050
Amaranthus,Kerala,Kannur,Payyannur,29-07-2023,3500
Amaranthus,Kerala,Kannur,Payyannur,31-07-2023,3500
Amaranthus,Kerala,Kasargod,Neeleswaram,29-07-2023,3000
Amaranthus,Kerala,Kasargod,Neeleswaram,01-08-2023,3000
Amaranthus,Kerala,Kollam,Anchal,28-07-2023,4600
Amaranthus,Kerala,Kollam,Kottarakkara,29-07-2023,5000
Amaranthus,Kerala,Kollam,Kottarakkara,31-07-2023,5000
Amaranthus,Kerala,Kollam,Kottarakkara,01-08-2023,5000
Amaranthus,Kerala,Kollam,Punalur,01-08-2023,3800
Amaranthus,Kerala,Kottayam,Pampady,31-07-2023,3200
Amaranthus,Kerala,Kottayam,Thalayolaparambu,31-07-2023,2500
Amaranthus,Kerala,Kottayam,Thalayolaparambu,01-08-2023,2500
Amaranthus,Kerala,Kozhikode(Calicut),Kallachi,28-07-2023,3000
Amaranthus,Kerala,Kozhikode(Calicut),Kallachi,29-07-2023,3000
Amaranthus,Kerala,Kozhikode(Calicut),Palayam,29-07-2023,1800
Amaranthus,Kerala,Kozhikode(Calicut),Perambra,29-07-2023,3000
Amaranthus,Kerala,Kozhikode(Calicut),Thamarassery,29-07-2023,2300
Amaranthus,Kerala,Kozhikode(Calicut),Perambra,31-07-2023,3000
Amaranthus,Kerala,Kozhikode(Calicut),Kallachi,01-08-2023,3000
Amaranthus,Kerala,Kozhikode(Calicut),Palayam,01-08-2023,2000
Amaranthus,Kerala,Kozhikode(Calicut),Perambra,01-08-2023,3000
Amaranthus,Kerala,Kozhikode(Calicut),Thamarassery,01-08-2023,2100
Amaranthus,Kerala,Malappuram,Kondotty,28-07-2023,2500
Amaranthus,Kerala,Malappuram,Kondotty,29-07-2023,2500
Amaranthus,Kerala,Malappuram,Manjeri,29-07-2023,1850
Amaranthus,Kerala,Malappuram,Kottakkal,31-07-2023,1980
Amaranthus,Kerala,Malappuram,Manjeri,31-07-2023,1850
Amaranthus,Kerala,Malappuram,Thirurrangadi,31-07-2023,5500
Amaranthus,Kerala,Malappuram,Kondotty,01-08-2023,2500
Amaranthus,Kerala,Malappuram,Kottakkal,01-08-2023,1980
Amaranthus,Kerala,Malappuram,Manjeri,01-08-2023,1850
Amaranthus,Kerala,Palakad,Pattambi,28-07-2023,1300
Amaranthus,Kerala,Palakad,Palakkad,31-07-2023,2600
Amaranthus,Kerala,Palakad,Palakkad,31-07-2023,2600
Amaranthus,Kerala,Palakad,Pattambi,31-07-2023,1100
Amaranthus,Kerala,Palakad,Palakkad,01-08-2023,2600
Amaranthus,Kerala,Palakad,Palakkad,01-08-2023,2600
Amaranthus,Kerala,Palakad,Pattambi,01-08-2023,1100
Amaranthus,Kerala,Pathanamthitta,Kuttoor,29-07-2023,3800
Amaranthus,Kerala,Pathanamthitta,Ezhamkulam,30-07-2023,3000
Amaranthus,Gujarat,Surendranagar,Vadhvan,28-07-2023,3000
Amaranthus,Gujarat,Surendranagar,Vadhvan,31-07-2023,3250
Amaranthus,Kerala,Thirssur,Chelakkara,28-07-2023,2500
Amaranthus,Kerala,Thirssur,Thrissur,29-07-2023,2100
Amaranthus,Kerala,Thirssur,Chelakkara,31-07-2023,2600
Amaranthus,Kerala,Thirssur,Chelakkara,01-08-2023,2500
Amaranthus,Kerala,Thirssur,Thrissur,01-08-2023,2100
Amaranthus,Kerala,Thiruvananthapuram,Anyara(EEC),29-07-2023,2800
Amaranthus,Kerala,Thiruvananthapuram,Neyyatinkara,29-07-2023,3700
Amaranthus,Kerala,Thiruvananthapuram,Aralamoodu,31-07-2023,5000
Amaranthus,Kerala,Thiruvananthapuram,Neyyatinkara,31-07-2023,3700
Amaranthus,Kerala,Thiruvananthapuram,Vamanapuram,31-07-2023,3500
Amaranthus,Kerala,Thiruvananthapuram,Neyyatinkara,01-08-2023,3600
Amaranthus,Kerala,Thiruvananthapuram,Parassala,01-08-2023,5000
Amaranthus,Kerala,Wayanad,Pulpally,29-07-2023,2300
Amaranthus,Kerala,Wayanad,Pulpally,31-07-2023,2300
Amla(Nelli Kai),Himachal Pradesh,Hamirpur,Hamirpur,28-07-2023,4200
Amla(Nelli Kai),Telangana,Hyderabad,Bowenpally,28-07-2023,4000
Amla(Nelli Kai),Telangana,Hyderabad,Bowenpally,29-07-2023,3500
Amla(Nelli Kai),Telangana,Hyderabad,Bowenpally,01-08-2023,3200
Amla(Nelli Kai),Kerala,Malappuram,Kondotty,28-07-2023,3500
Amla(Nelli Kai),Kerala,Malappuram,Kondotty,29-07-2023,3600
Amla(Nelli Kai),Kerala,Malappuram,Kottakkal,31-07-2023,3850
Amla(Nelli Kai),Kerala,Malappuram,Kondotty,01-08-2023,3500
Amla(Nelli Kai),Kerala,Malappuram,Kottakkal,01-08-2023,3650
Amla(Nelli Kai),Maharashtra,Pune,Pune,28-07-2023,3000
Amla(Nelli Kai),Maharashtra,Pune,Pune,31-07-2023,2800
Amla(Nelli Kai),Maharashtra,Pune,Pune,01-08-2023,2500
Amphophalus,Kerala,Alappuzha,Harippad,27-07-2023,5000
Amphophalus,Kerala,Alappuzha,Chengannur,28-07-2023,5000
Amphophalus,Kerala,Alappuzha,Harippad,28-07-2023,5000
Amphophalus,Kerala,Alappuzha,Aroor,29-07-2023,5100
Amphophalus,Kerala,Alappuzha,Chengannur,29-07-2023,5000
Amphophalus,Kerala,Alappuzha,Harippad,29-07-2023,5000
Amphophalus,Kerala,Alappuzha,Kayamkulam,29-07-2023,4400
Amphophalus,Kerala,Alappuzha,Mannar,29-07-2023,5100
Amphophalus,Kerala,Alappuzha,Aroor,31-07-2023,5300
Amphophalus,Kerala,Alappuzha,Chengannur,31-07-2023,5500
Amphophalus,Kerala,Alappuzha,Harippad,31-07-2023,5000
Amphophalus,Kerala,Alappuzha,Kayamkulam,31-07-2023,4500
Amphophalus,Kerala,Alappuzha,Madhavapuram,31-07-2023,2700
Amphophalus,Kerala,Alappuzha,Mannar,31-07-2023,5600
Amphophalus,Kerala,Alappuzha,Alappuzha,01-08-2023,5500
Amphophalus,Kerala,Alappuzha,Chengannur,01-08-2023,5400
Amphophalus,Kerala,Alappuzha,Harippad,01-08-2023,5000
Amphophalus,Kerala,Alappuzha,Kayamkulam,01-08-2023,4500
Amphophalus,Kerala,Alappuzha,Harippad,02-08-2023,5000
Amphophalus,Kerala,Ernakulam,Angamaly,29-07-2023,6500
Amphophalus,Kerala,Ernakulam,Piravam,29-07-2023,5000
Amphophalus,Kerala,Ernakulam,Thrippunithura,29-07-2023,5800
Amphophalus,Kerala,Ernakulam,Angamaly,31-07-2023,6300
Amphophalus,Kerala,Ernakulam,Moovattupuzha,31-07-2023,4800
Amphophalus,Kerala,Ernakulam,Piravam,31-07-2023,5000
Amphophalus,Kerala,Ernakulam,Thrippunithura,31-07-2023,6200
Amphophalus,Kerala,Ernakulam,Angamaly,01-08-2023,6100
Amphophalus,Kerala,Ernakulam,Moovattupuzha,01-08-2023,4800
Amphophalus,Kerala,Ernakulam,Thrippunithura,01-08-2023,6200
Amphophalus,Kerala,Idukki,Adimali,29-07-2023,6000
Amphophalus,Kerala,Idukki,Adimali,31-07-2023,6000
Amphophalus,Kerala,Idukki,Adimali,01-08-2023,6000
Amphophalus,Kerala,Kasargod,Neeleswaram,29-07-2023,6500
Amphophalus,Kerala,Kasargod,Neeleswaram,01-08-2023,7000
Amphophalus,Kerala,Kollam,Sasthamkotta,28-07-2023,6200
Amphophalus,Kerala,Kollam,Chathanoor,29-07-2023,7000
Amphophalus,Kerala,Kollam,Chathanoor,30-07-2023,7000
Amphophalus,Kerala,Kollam,Sasthamkotta,31-07-2023,5800
Amphophalus,Kerala,Kollam,Chathanoor,01-08-2023,7000
Amphophalus,Kerala,Kollam,Kollam,01-08-2023,3500
Amphophalus,Kerala,Kollam,Punalur,01-08-2023,4200
Amphophalus,Kerala,Kollam,Sasthamkotta,01-08-2023,5800
Amphophalus,Kerala,Kottayam,Kuruppanthura,28-07-2023,6000
Amphophalus,Kerala,Kottayam,Kuruppanthura,31-07-2023,5600
Amphophalus,Kerala,Kozhikode(Calicut),Kallachi,28-07-2023,5700
Amphophalus,Kerala,Kozhikode(Calicut),Kallachi,29-07-2023,5700
Amphophalus,Kerala,Kozhikode(Calicut),Palayam,29-07-2023,4700
Amphophalus,Kerala,Kozhikode(Calicut),Perambra,29-07-2023,5800
Amphophalus,Kerala,Kozhikode(Calicut),Thamarassery,29-07-2023,5800
Amphophalus,Kerala,Kozhikode(Calicut),Perambra,31-07-2023,5800
Amphophalus,Kerala,Kozhikode(Calicut),Kallachi,01-08-2023,5700
Amphophalus,Kerala,Kozhikode(Calicut),Palayam,01-08-2023,4700
Amphophalus,Kerala,Kozhikode(Calicut),Perambra,01-08-2023,5800
Amphophalus,Kerala,Kozhikode(Calicut),Thamarassery,01-08-2023,5500
Amphophalus,Kerala,Malappuram,Kondotty,28-07-2023,5500
Amphophalus,Kerala,Malappuram,Kondotty,29-07-2023,5500
Amphophalus,Kerala,Malappuram,Kottakkal,31-07-2023,5650
Amphophalus,Kerala,Malappuram,Kondotty,01-08-2023,5500
Amphophalus,Kerala,Malappuram,Kottakkal,01-08-2023,5650
Amphophalus,Kerala,Thiruvananthapuram,Aralamoodu,29-07-2023,3000
Amphophalus,Kerala,Thiruvananthapuram,Neyyatinkara,29-07-2023,4200
Amphophalus,Kerala,Thiruvananthapuram,Aralamoodu,31-07-2023,3500
Amphophalus,Kerala,Thiruvananthapuram,Neyyatinkara,31-07-2023,4200
Amphophalus,Kerala,Thiruvananthapuram,Aralamoodu,01-08-2023,3500
Amphophalus,Kerala,Thiruvananthapuram,Neyyatinkara,01-08-2023,4300
Anthorium,NCT of Delhi,Delhi,"Flower Market,Gazipur",01-08-2023,25
Apple,Uttar Pradesh,Agra,Agra,28-07-2023,9700
Apple,Uttar Pradesh,Agra,Agra,31-07-2023,9800
Apple,Maharashtra,Ahmednagar,Ahmednagar,01-08-2023,15000
Apple,Uttar Pradesh,Aligarh,Aligarh,28-07-2023,9200
Apple,Uttar Pradesh,Aligarh,Charra,28-07-2023,9300
Apple,Uttar Pradesh,Aligarh,Khair,28-07-2023,9100
Apple,Uttar Pradesh,Aligarh,Charra,29-07-2023,9400
Apple,Uttar Pradesh,Aligarh,Charra,31-07-2023,9400
Apple,Uttar Pradesh,Allahabad,Allahabad,28-07-2023,9500
Apple,Uttar Pradesh,Allahabad,Jasra,28-07-2023,9300
Apple,Uttar Pradesh,Allahabad,Jasra,29-07-2023,9000
Apple,Uttar Pradesh,Allahabad,Allahabad,31-07-2023,9200
Apple,Maharashtra,Amarawati,Amrawati(Frui & Veg. Market),01-08-2023,10000
Apple,Haryana,Ambala,Ambala Cantt.,28-07-2023,5500
Apple,Haryana,Ambala,Naraingarh,28-07-2023,4500
Apple,Haryana,Ambala,Ambala Cantt.,29-07-2023,6500
Apple,Haryana,Ambala,Naraingarh,29-07-2023,3700
Apple,Haryana,Ambala,Ambala City(Subji Mandi),01-08-2023,25000
Apple,Uttar Pradesh,Ambedkarnagar,Akbarpur,31-07-2023,10200
Apple,Uttar Pradesh,Ambedkarnagar,Akbarpur,01-08-2023,10200
Apple,Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),01-08-2023,3500
Apple,Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),28-07-2023,3050
Apple,Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),31-07-2023,4500
Apple,Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),01-08-2023,3950
Apple,Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),01-08-2023,7150
Apple,Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),01-08-2023,5500
Apple,Uttar Pradesh,Auraiya,Auraiya,28-07-2023,9800
Apple,Uttar Pradesh,Auraiya,Achalda,29-07-2023,9800
Apple,Uttar Pradesh,Auraiya,Achalda,31-07-2023,9800
Apple,Uttar Pradesh,Auraiya,Achalda,01-08-2023,9800
Apple,Uttar Pradesh,Auraiya,Auraiya,01-08-2023,9800
Apple,Maharashtra,Aurangabad,Aurangabad,01-08-2023,12500
Apple,Uttar Pradesh,Azamgarh,Azamgarh,01-08-2023,10060
Apple,Uttar Pradesh,Badaun,Badayoun,28-07-2023,8980
Apple,Uttar Pradesh,Badaun,Shahaswan,28-07-2023,6600
Apple,Uttar Pradesh,Badaun,Badayoun,31-07-2023,9000
Apple,Uttar Pradesh,Baghpat,Baraut,27-07-2023,4800
Apple,Uttar Pradesh,Baghpat,Baraut,28-07-2023,4300
Apple,Uttar Pradesh,Baghpat,Baraut,31-07-2023,4050
Apple,Uttar Pradesh,Baghpat,Baraut,01-08-2023,4200
Apple,Uttar Pradesh,Bahraich,Naanpara,28-07-2023,10250
Apple,Uttar Pradesh,Bahraich,Bahraich,31-07-2023,10250
Apple,Uttar Pradesh,Bahraich,Naanpara,31-07-2023,10250
Apple,Uttar Pradesh,Bahraich,Bahraich,01-08-2023,10250
Apple,Uttar Pradesh,Bahraich,Naanpara,01-08-2023,10250
Apple,Uttar Pradesh,Ballia,Ballia,28-07-2023,10150
Apple,Uttar Pradesh,Ballia,Rasda,28-07-2023,10380
Apple,Uttar Pradesh,Ballia,Ballia,01-08-2023,10110
Apple,Uttar Pradesh,Balrampur,Balrampur,28-07-2023,10000
Apple,Uttar Pradesh,Balrampur,Tulsipur,28-07-2023,10250
Apple,Uttar Pradesh,Balrampur,Utraula,28-07-2023,9350
Apple,Uttar Pradesh,Balrampur,Balrampur,29-07-2023,10000
Apple,Uttar Pradesh,Balrampur,Balrampur,30-07-2023,10000
Apple,Uttar Pradesh,Balrampur,Balrampur,31-07-2023,10300
Apple,Uttar Pradesh,Balrampur,Balrampur,01-08-2023,10300
Apple,Uttar Pradesh,Balrampur,Tulsipur,01-08-2023,10250
Apple,Gujarat,Banaskanth,Deesa(Deesa Veg Yard),28-07-2023,21750
Apple,Gujarat,Banaskanth,Deesa(Deesa Veg Yard),29-07-2023,21850
Apple,Gujarat,Banaskanth,Deesa(Deesa Veg Yard),31-07-2023,21875
Apple,Uttar Pradesh,Banda,Baberu,28-07-2023,9050
Apple,Uttar Pradesh,Banda,Baberu,31-07-2023,9200
Apple,Uttar Pradesh,Banda,Atarra,01-08-2023,9200
Apple,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",31-07-2023,12000
Apple,Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",01-08-2023,12500
Apple,Uttar Pradesh,Barabanki,Rudauli,28-07-2023,10600
Apple,Uttar Pradesh,Barabanki,Safdarganj,28-07-2023,10600
Apple,Uttar Pradesh,Barabanki,Barabanki,29-07-2023,10500
Apple,Uttar Pradesh,Barabanki,Rudauli,29-07-2023,10450
Apple,Uttar Pradesh,Barabanki,Safdarganj,29-07-2023,10450
Apple,Uttar Pradesh,Barabanki,Barabanki,31-07-2023,10200
Apple,Uttar Pradesh,Barabanki,Safdarganj,31-07-2023,10500
Apple,Uttar Pradesh,Barabanki,Rudauli,01-08-2023,10220
Apple,Uttar Pradesh,Barabanki,Safdarganj,01-08-2023,6490
Apple,Uttar Pradesh,Bareilly,Bareilly,29-07-2023,9100
Apple,Uttar Pradesh,Bareilly,Bareilly,01-08-2023,9200
Apple,Punjab,Barnala,Barnala,31-07-2023,4000
Apple,Uttar Pradesh,Basti,Basti,28-07-2023,10100
Apple,Uttar Pradesh,Basti,Basti,01-08-2023,10080
Apple,Punjab,Bhatinda,Bathinda,28-07-2023,10000
Apple,Punjab,Bhatinda,Rampuraphul(Nabha Mandi),28-07-2023,10000
Apple,Punjab,Bhatinda,Bathinda,29-07-2023,10000
Apple,Punjab,Bhatinda,Bathinda,31-07-2023,8500
Apple,Punjab,Bhatinda,Rampuraphul(Nabha Mandi),01-08-2023,9000
Apple,Punjab,Bhatinda,Bathinda,02-08-2023,10000
Apple,Haryana,Bhiwani,Bhiwani,29-07-2023,7000
Apple,Rajasthan,Bikaner,Bikaner(F&V),28-07-2023,6900
Apple,Rajasthan,Bikaner,Bikaner(F&V),01-08-2023,6900
Apple,Chattisgarh,Bilaspur,Tiphra,28-07-2023,13300
Apple,Himachal Pradesh,Bilaspur,Bilaspur,01-08-2023,14000
Apple,Uttar Pradesh,Bulandshahar,Khurja,28-07-2023,8980
Apple,Uttar Pradesh,Bulandshahar,Siyana,28-07-2023,4600
Apple,Uttar Pradesh,Bulandshahar,Buland Shahr,29-07-2023,8900
Apple,Uttar Pradesh,Bulandshahar,Jahangirabad,29-07-2023,8100
Apple,Uttar Pradesh,Bulandshahar,Siyana,31-07-2023,4600
Apple,Uttar Pradesh,Chandauli,Chandoli,28-07-2023,10300
Apple,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),28-07-2023,20000
Apple,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),29-07-2023,12000
Apple,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),30-07-2023,12000
Apple,Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),01-08-2023,12000
Apple,Uttar Pradesh,Chitrakut,Karvi,31-07-2023,924
Apple,Karnataka,Davangere,Davangere,01-08-2023,8800
Apple,Uttrakhand,Dehradoon,Vikasnagar,27-07-2023,2500
Apple,Uttrakhand,Dehradoon,Dehradoon,01-08-2023,9000
Apple,Uttrakhand,Dehradoon,Vikasnagar,02-08-2023,3500
Apple,NCT of Delhi,Delhi,Azadpur,01-08-2023,2583
Apple,NCT of Delhi,Delhi,Azadpur,01-08-2023,9111
Apple,NCT of Delhi,Delhi,Azadpur,01-08-2023,2600
Apple,NCT of Delhi,Delhi,Azadpur,01-08-2023,2333
Apple,NCT of Delhi,Delhi,Azadpur,01-08-2023,9333
Apple,NCT of Delhi,Delhi,Azadpur,01-08-2023,7167
Apple,Uttar Pradesh,Deoria,Devariya,01-08-2023,10060
Apple,Chattisgarh,Durg,Durg,01-08-2023,19000
Apple,Uttar Pradesh,Etah,Etah,28-07-2023,8835
Apple,Uttar Pradesh,Etah,Kasganj,28-07-2023,9060
Apple,Uttar Pradesh,Etah,Kasganj,30-07-2023,9040
Apple,Uttar Pradesh,Etah,Etah,31-07-2023,8820
Apple,Uttar Pradesh,Etah,Kasganj,01-08-2023,9000
Apple,Uttar Pradesh,Etawah,Bharthna,28-07-2023,9750
Apple,Uttar Pradesh,Etawah,Bharthna,01-08-2023,9600
Apple,Uttar Pradesh,Etawah,Etawah,01-08-2023,9550
Apple,Uttar Pradesh,Faizabad,Faizabad,28-07-2023,9950
Apple,Uttar Pradesh,Faizabad,Faizabad,31-07-2023,9940
Apple,Uttar Pradesh,Faizabad,Faizabad,01-08-2023,9900
Apple,Punjab,Faridkot,Faridkot,01-08-2023,22000
Apple,Uttar Pradesh,Farukhabad,Farukhabad,28-07-2023,9650
Apple,Uttar Pradesh,Farukhabad,Kayamganj,28-07-2023,9750
Apple,Uttar Pradesh,Farukhabad,Mohamadabad,28-07-2023,9700
Apple,Uttar Pradesh,Farukhabad,Farukhabad,31-07-2023,9900
Apple,Uttar Pradesh,Farukhabad,Kayamganj,31-07-2023,9680
Apple,Uttar Pradesh,Farukhabad,Mohamadabad,31-07-2023,9700
Apple,Uttar Pradesh,Farukhabad,Farukhabad,01-08-2023,9800
Apple,Uttar Pradesh,Farukhabad,Kayamganj,01-08-2023,9650
Apple,Haryana,Fatehabad,Fatehabad,29-07-2023,14000
Apple,Punjab,Fatehgarh,Bassi Pathana,28-07-2023,9200
Apple,Punjab,Fatehgarh,Bassi Pathana,31-07-2023,5500
Apple,Punjab,Fatehgarh,Bassi Pathana,01-08-2023,6500
Apple,Uttar Pradesh,Fatehpur,Bindki,28-07-2023,9850
Apple,Uttar Pradesh,Fatehpur,Fatehpur,28-07-2023,9300
Apple,Uttar Pradesh,Fatehpur,Khaga,29-07-2023,9500
Apple,Uttar Pradesh,Fatehpur,Fatehpur,31-07-2023,9000
Apple,Uttar Pradesh,Fatehpur,Bindki,01-08-2023,9300
Apple,Uttar Pradesh,Fatehpur,Fatehpur,01-08-2023,9100
Apple,Uttar Pradesh,Fatehpur,Khaga,01-08-2023,9250
Apple,Punjab,Fazilka,Fazilka,28-07-2023,18000
Apple,Punjab,Fazilka,Jalalabad,28-07-2023,14000
Apple,Punjab,Fazilka,Jalalabad,29-07-2023,20000
Apple,Punjab,Fazilka,Jalalabad,31-07-2023,13100
Apple,Punjab,Fazilka,Abohar,01-08-2023,13500
Apple,Punjab,Fazilka,Jalalabad,01-08-2023,13000
Apple,Punjab,Ferozpur,Zira,01-08-2023,3800
Apple,Uttar Pradesh,Firozabad,Firozabad,28-07-2023,10200
Apple,Uttar Pradesh,Firozabad,Firozabad,31-07-2023,10200
Apple,Uttar Pradesh,Firozabad,Sirsaganj,31-07-2023,10300
Apple,Uttar Pradesh,Firozabad,Tundla,31-07-2023,9850
Apple,Uttar Pradesh,Gautam Budh Nagar,Dadri,29-07-2023,8000
Apple,Uttar Pradesh,Gautam Budh Nagar,Dadri,30-07-2023,8000
Apple,Uttar Pradesh,Ghaziabad,Muradnagar,28-07-2023,7000
Apple,Uttar Pradesh,Ghaziabad,Ghaziabad,29-07-2023,7000
Apple,Uttar Pradesh,Ghaziabad,Hapur,29-07-2023,8900
Apple,Uttar Pradesh,Ghaziabad,Ghaziabad,31-07-2023,6500
Apple,Uttar Pradesh,Ghaziabad,Noida,31-07-2023,7950
Apple,Uttar Pradesh,Ghazipur,Gazipur,28-07-2023,10100
Apple,Uttar Pradesh,Ghazipur,Gazipur,31-07-2023,10100
Apple,Uttar Pradesh,Ghazipur,Gazipur,01-08-2023,10000
Apple,Uttar Pradesh,Gonda,Nawabganj,28-07-2023,10250
Apple,Uttar Pradesh,Gonda,Nawabganj,30-07-2023,10250
Apple,Uttar Pradesh,Gorakhpur,Gorakhpur,01-08-2023,10200
Apple,Karnataka,Gulbarga,Gulbarga,31-07-2023,12500
Apple,Karnataka,Gulbarga,Gulbarga,01-08-2023,10500
Apple,Punjab,Gurdaspur,Dinanagar,31-07-2023,12000
Apple,Punjab,Gurdaspur,Dinanagar,01-08-2023,12000
Apple,Haryana,Gurgaon,Gurgaon,27-07-2023,15000
Apple,Haryana,Gurgaon,Gurgaon,28-07-2023,15000
Apple,Haryana,Gurgaon,Pataudi,28-07-2023,14000
Apple,Haryana,Gurgaon,Gurgaon,29-07-2023,12500
Apple,Haryana,Gurgaon,Pataudi,29-07-2023,12000
Apple,Haryana,Gurgaon,Gurgaon,31-07-2023,12500
Apple,Haryana,Gurgaon,Gurgaon,02-08-2023,12500
Apple,Himachal Pradesh,Hamirpur,Hamirpur,28-07-2023,9000
Apple,Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),28-07-2023,9000
Apple,Himachal Pradesh,Hamirpur,Hamirpur,31-07-2023,10000
Apple,Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),31-07-2023,9000
Apple,Himachal Pradesh,Hamirpur,Hamirpur,01-08-2023,12000
Apple,Uttar Pradesh,Hamirpur,Raath,01-08-2023,9150
Apple,Madhya Pradesh,Harda,Harda(F&V),28-07-2023,7200
Apple,Uttar Pradesh,Hardoi,Sandila,28-07-2023,9900
Apple,Uttar Pradesh,Hardoi,Madhoganj,30-07-2023,9950
Apple,Uttar Pradesh,Hardoi,Sandila,30-07-2023,9950
Apple,Uttar Pradesh,Hardoi,Madhoganj,31-07-2023,9920
Apple,Uttar Pradesh,Hardoi,Sandila,31-07-2023,9950
Apple,Uttar Pradesh,Hardoi,Madhoganj,01-08-2023,9920
Apple,Uttar Pradesh,Hardoi,Sandila,01-08-2023,9900
Apple,Uttrakhand,Haridwar,Manglaur,28-07-2023,4500
Apple,Uttrakhand,Haridwar,Manglaur,01-08-2023,4500
Apple,Uttar Pradesh,Hathras,Haathras,28-07-2023,8150
Apple,Haryana,Hissar,Hansi,28-07-2023,10000
Apple,Haryana,Hissar,Uklana,01-08-2023,5000
Apple,Punjab,Hoshiarpur,Dasuya,28-07-2023,5750
Apple,Punjab,Hoshiarpur,Garh Shankar,28-07-2023,6500
Apple,Punjab,Hoshiarpur,Garh Shankar,31-07-2023,5500
Apple,Punjab,Hoshiarpur,Dasuya,01-08-2023,3250
Apple,Punjab,Hoshiarpur,Dasuya,01-08-2023,5500
Apple,Punjab,Hoshiarpur,Garh Shankar,01-08-2023,5500
Apple,Punjab,Hoshiarpur,Mukerian,01-08-2023,12000
Apple,Punjab,Hoshiarpur,Mukerian(Talwara),01-08-2023,8000
Apple,Punjab,Hoshiarpur,Tanda Urmur,01-08-2023,14000
Apple,Telangana,Hyderabad,Gaddiannaram,01-08-2023,10000
Apple,Kerala,Idukki,Adimali,29-07-2023,20000
